genetic;exercise;smoking;alcohol;sugar;lifespan;BMI
81;1;15;3;1;67;41
81;1;21;8;2;66;23
79;2;6;4;4;78;25
79;1;10;8;1;70;24
82;1;17;6;3;68;20
80;2;2;6;4;83;24
79;2;0;9;3;88;20
83;3;11;8;2;92;18
78;1;6;8;1;73;28
79;2;10;7;1;80;21
80;2;1;4;3;93;17
79;1;12;4;5;56;28
81;0;1;6;3;65;28
78;3;2;9;2;91;22
80;2;15;4;2;76;22
79;2;22;6;2;76;21
82;2;12;8;1;78;26
81;1;4;7;2;75;24
80;0;6;9;3;59;23
79;1;0;5;3;78;28
79;2;3;6;2;93;19
82;2;22;5;3;73;25
79;1;21;9;2;66;18
83;2;18;5;2;78;31
81;2;7;8;3;77;30
78;1;3;9;3;72;22
78;1;19;8;2;56;23
81;2;15;4;1;75;27
76;2;5;7;1;85;16
83;3;0;9;3;98;22
81;1;0;3;2;82;30
82;4;21;0;2;94;24
81;2;0;8;3;84;21
82;2;14;1;4;73;30
80;2;20;9;2;72;27
83;3;6;1;3;103;19
81;2;17;8;2;76;24
80;1;7;1;2;84;23
81;3;3;6;1;100;16
80;2;5;9;1;83;25
80;0;18;7;5;51;18
80;3;11;4;1;89;27
82;1;10;8;2;68;21
82;3;4;1;2;104;23
81;2;3;4;3;82;24
79;1;18;6;2;66;20
80;0;0;6;3;73;17
78;2;1;3;1;88;25
79;3;4;7;2;94;23
80;2;17;2;2;77;29
78;2;14;3;3;71;21
79;2;3;9;2;82;27
78;0;0;2;1;77;21
80;0;2;7;2;73;18
81;1;7;2;2;76;26
79;2;10;4;2;85;19
78;2;10;5;2;82;18
80;1;4;8;3;70;26
79;2;1;5;3;88;21
80;1;5;8;2;74;19
81;1;16;5;2;66;35
81;1;12;9;2;60;29
78;4;10;5;2;98;20
80;1;17;0;1;75;21
77;2;13;1;3;72;25
80;3;9;4;3;96;20
79;3;2;6;2;96;15
81;2;15;9;3;76;24
80;1;5;2;4;70;27
79;2;20;4;2;77;20
81;2;10;2;3;81;29
81;1;7;3;2;76;24
80;1;2;4;2;75;23
82;2;19;9;1;78;20
83;1;2;7;1;88;16
80;0;1;4;4;60;30
80;1;17;8;4;64;21
82;1;4;6;2;70;29
76;1;21;9;3;54;21
80;1;20;2;3;66;29
81;1;19;8;2;69;22
82;2;2;7;3;75;33
80;1;5;6;3;60;37
80;0;1;7;2;73;21
78;1;19;4;4;60;25
80;1;11;1;3;69;29
81;3;9;9;2;82;28
83;1;8;8;3;68;20
83;1;13;8;3;74;20
81;0;2;7;2;74;18
79;2;8;8;3;70;31
82;1;0;3;2;84;28
78;1;15;6;3;65;21
76;1;17;8;4;59;18
81;1;12;8;2;75;18
82;1;13;7;2;73;24
83;2;9;7;3;75;29
80;1;20;4;3;60;23
80;2;3;9;2;82;29
80;2;3;4;3;82;27
79;1;17;6;5;60;21
83;1;17;1;2;67;32
78;2;19;4;3;62;32
78;1;9;7;2;71;25
78;2;13;7;1;76;23
81;1;15;8;2;60;38
79;2;20;9;3;55;35
81;2;0;9;4;80;21
77;3;10;3;2;91;18
81;1;11;8;3;65;30
81;1;1;9;5;56;36
79;1;19;6;3;59;27
79;1;17;1;4;60;24
80;3;5;0;3;95;25
80;2;8;0;3;79;31
83;1;3;7;2;77;22
80;2;1;9;2;84;24
81;1;18;2;1;67;31
82;3;18;7;3;82;21
77;2;7;3;2;77;29
77;3;6;2;3;91;22
81;1;10;7;3;70;24
79;2;0;7;3;90;21
81;1;17;9;2;64;18
82;1;22;4;3;58;24
81;2;3;6;4;76;30
79;1;1;8;1;78;25
82;1;4;6;2;78;24
80;1;22;5;2;66;19
80;0;10;0;3;67;22
82;1;19;7;3;58;24
80;3;14;8;2;87;17
82;1;13;6;2;71;28
79;2;0;8;4;79;22
82;2;0;8;3;81;22
82;1;6;6;2;74;21
80;2;17;9;2;72;23
80;2;19;4;4;64;31
84;0;5;8;2;75;16
79;1;0;6;2;76;26
80;3;8;4;2;94;32
81;1;18;2;2;68;25
79;3;0;7;4;86;27
78;1;18;6;1;64;20
79;1;14;10;2;66;19
81;2;15;4;2;76;28
79;2;21;8;2;76;18
84;1;15;0;3;70;31
79;2;2;6;3;86;20
81;1;10;5;2;70;22
78;1;11;5;3;68;25
80;1;11;5;3;66;32
81;1;0;3;4;72;25
83;3;2;7;1;97;30
80;1;13;6;3;69;21
80;1;14;9;2;68;20
83;1;6;4;4;70;24
81;2;14;9;2;87;16
81;1;14;5;1;74;27
81;1;21;6;3;65;25
79;1;15;9;2;65;19
81;1;17;8;4;56;24
78;1;10;7;2;70;23
82;2;9;6;5;70;32
80;1;22;6;2;65;20
77;2;17;2;1;80;19
80;3;9;6;3;88;22
80;1;11;0;2;71;25
79;1;13;2;3;71;17
82;0;1;1;3;74;25
79;1;0;6;3;74;27
81;1;11;6;2;67;30
77;3;21;6;1;75;33
79;1;8;8;3;69;18
79;2;0;8;3;77;29
83;1;21;5;2;65;27
81;1;0;8;3;76;23
80;1;8;7;3;72;21
80;1;2;6;1;76;25
78;2;15;4;2;71;23
76;2;18;8;3;64;26
79;3;11;7;3;89;21
79;1;13;6;2;69;27
78;2;11;7;2;77;22
78;2;9;8;4;73;26
80;3;2;6;1;104;23
79;1;6;10;3;70;20
81;0;4;9;2;69;22
79;1;0;5;2;81;25
80;1;11;7;3;72;21
79;1;6;8;1;75;22
80;1;22;9;2;53;32
79;1;18;6;2;66;17
78;3;20;8;4;76;27
79;3;16;2;2;89;28
81;2;0;5;3;86;24
77;2;14;8;2;73;19
80;1;16;2;2;72;26
78;2;14;7;3;71;27
83;2;10;0;2;85;27
82;1;19;6;3;59;22
78;2;10;0;3;74;30
81;2;13;4;3;84;23
77;2;20;9;3;56;30
78;1;5;9;1;78;22
78;2;0;6;4;81;23
81;2;18;5;3;73;25
78;1;20;4;3;65;19
78;1;5;9;2;71;26
80;1;0;6;3;73;26
81;4;18;7;2;92;20
80;2;2;4;4;79;26
83;1;5;7;3;74;19
78;0;10;9;4;58;14
81;1;17;8;3;71;17
79;2;11;9;2;71;27
79;2;18;7;3;79;17
80;4;13;1;3;95;26
80;3;8;4;2;98;22
78;2;18;9;3;73;19
78;3;7;5;2;90;23
80;3;15;8;4;82;28
82;2;8;4;1;86;21
82;2;2;7;3;87;20
82;1;3;6;3;73;31
81;1;1;5;1;84;23
79;4;12;8;2;94;21
80;2;22;6;1;73;23
82;0;10;7;2;66;23
79;0;5;5;2;68;28
79;3;11;2;2;96;15
79;0;20;7;2;51;29
79;3;5;7;1;94;28
81;2;17;8;3;66;32
79;0;18;2;2;60;24
77;1;2;9;1;75;27
82;3;19;9;2;87;22
80;2;16;4;3;71;27
78;2;1;7;3;73;27
80;1;8;1;2;84;17
78;1;8;6;3;64;26
80;0;10;6;3;61;24
79;1;0;6;2;70;28
77;1;0;5;2;82;20
81;1;17;6;2;67;21
77;2;15;4;4;69;21
79;1;5;6;3;65;26
80;1;21;8;2;63;22
80;3;0;5;2;100;29
79;1;1;7;1;75;25
82;1;10;2;3;79;23
80;1;16;7;3;62;29
79;0;7;8;1;68;19
81;2;21;6;4;63;23
80;3;20;9;1;72;37
80;2;0;5;3;81;29
79;0;7;3;3;68;24
79;2;18;6;3;70;27
76;1;21;1;2;61;21
77;2;14;8;3;76;20
79;2;6;6;4;80;26
83;1;15;0;2;78;20
78;1;0;5;3;73;23
82;2;13;8;3;79;24
79;1;17;6;4;56;33
80;2;0;6;2;89;18
82;1;10;6;3;68;30
81;0;15;8;1;62;21
79;1;12;7;2;65;28
80;3;1;0;1;109;18
80;1;1;1;2;92;19
79;2;10;4;2;76;24
80;1;3;9;2;72;29
81;2;9;8;4;74;22
81;1;1;7;3;81;17
81;3;8;8;1;92;25
80;2;15;7;3;76;21
81;1;2;9;1;81;20
78;2;13;6;2;73;21
79;2;13;9;1;66;45
78;1;4;7;3;70;27
81;2;7;5;3;83;23
79;1;8;6;2;74;27
79;2;15;3;2;79;22
79;2;1;1;2;85;27
83;1;19;6;4;61;24
78;2;15;5;4;71;24
80;2;19;1;3;81;18
80;1;0;9;3;70;35
77;2;7;4;3;71;32
79;0;4;7;2;70;20
80;2;8;1;1;91;27
78;3;2;7;2;90;27
80;1;11;7;4;68;23
80;2;9;8;3;80;16
80;1;0;6;2;79;23
78;2;1;6;2;84;20
81;1;8;9;3;58;45
81;1;0;8;3;74;22
81;2;3;7;3;91;20
76;1;20;4;3;57;31
80;2;16;2;3;68;36
79;0;3;0;4;70;19
79;3;1;1;3;97;29
79;0;6;6;2;67;19
81;3;3;5;3;104;16
80;3;19;7;3;72;29
84;1;1;9;1;84;16
79;1;16;1;1;70;30
79;3;15;6;2;93;20
80;2;5;1;1;90;23
80;2;6;5;2;85;32
79;1;17;3;1;74;21
79;0;11;7;2;60;27
81;2;2;4;2;83;32
81;1;7;0;4;73;30
80;1;10;8;3;63;25
81;1;0;0;1;91;24
80;1;0;6;3;79;22
80;0;8;6;2;66;21
83;1;3;7;5;69;33
83;2;2;5;3;88;16
80;1;3;8;2;72;28
76;1;1;9;3;69;31
81;1;21;7;1;66;19
79;3;17;4;2;84;27
81;2;0;9;3;81;24
77;0;3;9;2;69;18
80;1;3;0;2;84;25
79;1;9;1;1;73;33
81;0;1;7;3;73;22
82;0;21;7;1;63;21
78;1;15;5;1;68;21
78;1;3;8;3;69;28
78;1;5;5;3;67;28
81;2;1;2;3;95;21
81;2;20;3;1;76;20
80;2;14;5;3;80;21
81;3;20;8;2;83;24
79;1;17;8;1;63;23
83;2;20;8;1;71;29
80;1;22;3;4;60;27
81;3;1;6;4;93;23
80;2;22;3;4;73;16
80;2;11;7;4;70;21
79;2;20;5;1;74;21
81;2;18;8;2;74;17
81;2;12;7;4;72;19
82;1;4;5;2;74;37
79;3;20;2;3;82;26
79;2;14;9;4;69;26
82;3;7;2;1;101;19
82;1;21;8;3;60;29
80;1;14;7;2;65;29
81;1;21;3;3;63;20
82;2;13;8;1;84;23
82;1;0;8;1;78;22
79;3;0;6;2;92;29
82;1;15;2;2;72;19
83;2;0;5;1;91;33
82;2;17;4;2;83;22
80;1;20;5;4;58;30
79;1;0;7;1;80;29
78;4;8;4;2;103;19
81;1;16;6;3;64;23
77;1;15;9;5;48;32
80;2;9;5;1;86;23
82;1;18;7;4;64;18
77;3;21;2;1;82;23
81;1;0;3;4;68;34
79;1;14;4;2;65;26
81;1;12;9;2;69;31
82;1;9;6;2;78;22
79;0;11;8;3;58;24
77;1;1;9;1;74;33
83;1;3;9;1;75;24
80;2;6;5;4;80;20
82;2;14;0;4;83;20
81;1;10;7;2;72;19
81;3;2;9;3;87;28
79;1;0;4;3;80;25
79;2;19;4;3;63;30
78;1;21;8;5;45;28
79;2;0;9;1;84;21
82;2;19;1;1;81;20
81;2;11;7;4;73;19
80;2;1;3;1;100;16
81;1;18;9;2;65;25
79;2;3;7;2;89;17
80;3;16;8;2;87;18
79;1;0;4;2;79;23
80;1;0;5;3;75;21
79;2;20;8;2;64;34
79;2;7;7;3;83;26
79;1;12;0;3;70;28
79;2;17;5;5;71;19
78;3;16;0;2;84;28
80;2;19;8;2;63;28
82;1;14;7;1;74;27
82;0;13;4;1;67;24
77;0;15;4;2;60;28
81;2;3;3;2;93;23
80;1;7;4;2;81;20
80;2;17;8;4;62;28
80;1;1;6;2;81;19
80;2;6;3;1;85;32
80;0;13;8;1;63;25
83;2;16;9;3;74;28
81;0;13;3;2;69;22
81;1;18;7;1;73;15
77;2;0;7;2;75;34
78;0;22;9;3;49;21
81;2;17;5;2;76;24
78;1;0;4;3;73;27
81;1;18;9;2;60;22
78;3;9;8;2;92;22
80;2;10;7;1;82;22
83;3;2;7;3;91;30
80;1;12;5;3;63;26
79;3;6;5;2;90;25
79;2;0;7;4;75;30
84;2;3;0;2;97;23
82;2;13;2;3;78;23
79;1;1;1;3;82;26
81;2;13;5;1;80;22
78;3;14;7;3;77;26
82;2;19;0;3;83;21
81;2;14;4;2;76;28
79;1;13;6;1;73;16
81;2;8;6;3;84;16
80;2;0;9;2;84;20
79;1;5;8;1;78;22
82;0;9;2;2;67;35
81;2;13;5;2;78;21
79;1;16;8;3;59;27
79;1;0;9;1;77;24
81;1;21;6;4;61;18
79;1;12;3;4;67;20
79;1;0;9;1;75;32
78;1;14;4;2;66;23
81;2;4;7;4;85;23
80;2;1;8;2;87;28
80;2;1;5;1;92;21
81;3;5;8;2;87;26
80;2;0;4;2;91;23
81;1;18;8;3;62;30
82;1;0;2;5;77;18
81;2;6;0;3;85;26
81;2;2;9;2;86;21
81;1;21;6;3;60;16
79;1;12;3;4;59;29
82;2;9;7;3;80;29
79;2;11;9;2;76;18
78;3;7;9;2;93;18
79;1;10;8;2;72;18
81;1;21;6;1;63;26
82;1;14;5;4;60;28
76;2;15;4;2;74;24
80;1;0;10;2;74;26
78;0;2;9;2;64;25
81;1;7;7;2;75;24
81;1;8;5;2;73;30
79;2;0;9;3;73;30
77;2;5;7;2;83;23
80;2;6;8;2;76;27
80;1;11;10;1;66;35
81;2;1;3;3;88;25
77;1;3;5;4;70;22
79;1;12;0;2;75;20
81;1;6;4;2;75;30
82;2;0;9;3;86;27
83;2;19;9;3;72;23
80;2;2;7;2;81;31
81;1;3;2;1;79;23
80;2;3;9;3;75;25
82;2;8;2;3;81;24
79;1;21;4;1;71;22
79;1;10;7;1;75;26
80;2;12;8;2;69;29
82;1;9;9;3;69;25
79;2;16;6;4;65;33
79;2;17;2;1;86;19
78;1;22;6;3;59;19
80;1;19;1;1;68;20
78;2;18;7;3;71;22
80;1;5;4;2;77;23
82;2;18;7;1;83;23
82;2;0;8;1;94;20
81;3;14;6;3;84;24
81;1;20;9;3;61;21
78;1;3;5;3;75;20
84;1;17;1;2;73;29
80;2;20;2;4;66;24
80;2;20;2;2;78;20
82;2;7;7;2;85;27
81;1;1;2;2;81;29
78;1;15;9;4;55;20
80;1;8;7;3;63;28
78;2;12;7;3;80;19
79;1;12;5;3;71;22
80;1;6;5;2;78;25
80;2;12;5;1;78;28
81;1;12;9;1;71;23
81;1;0;8;1;82;22
79;2;11;8;2;74;25
80;3;16;3;3;80;31
82;2;1;7;2;88;22
80;3;1;3;3;95;23
82;1;17;2;3;69;23
79;3;15;1;3;88;23
80;1;4;1;3;78;22
78;3;18;1;3;77;32
80;0;14;1;1;70;24
81;1;13;8;3;63;22
83;1;10;6;3;70;24
78;2;1;7;2;86;24
79;2;17;5;2;76;28
81;2;0;5;1;91;19
80;1;5;7;3;75;19
82;0;1;9;2;71;25
79;1;15;8;4;55;27
79;1;9;7;2;65;27
80;1;7;7;2;73;19
78;2;0;4;1;89;23
81;2;6;7;3;85;22
81;3;7;7;4;88;23
79;1;20;3;1;70;25
79;2;6;6;3;82;27
83;1;12;3;2;76;20
81;1;8;7;3;67;24
78;1;4;7;2;80;17
79;2;17;2;2;76;21
78;1;11;5;2;71;17
78;2;10;5;2;81;20
79;1;16;9;2;65;24
79;1;13;7;3;71;19
78;2;20;5;3;68;24
80;1;20;3;2;64;34
81;1;5;8;3;72;24
84;2;17;4;1;84;18
81;2;13;5;1;84;30
80;3;10;9;2;82;27
78;1;9;9;1;68;22
79;1;21;9;3;60;17
79;1;19;1;2;72;22
79;1;7;9;4;63;28
80;1;16;4;3;68;20
83;1;2;4;5;73;22
81;1;22;7;3;61;21
81;0;4;7;2;69;25
81;1;2;8;2;76;25
82;2;6;7;2;83;26
77;2;8;5;2;87;18
80;1;20;7;1;65;20
77;1;14;4;1;75;20
81;3;1;7;1;92;39
81;2;6;10;2;81;24
81;0;4;8;2;67;27
80;0;0;1;4;76;16
79;2;1;7;3;82;22
78;2;16;8;4;62;30
78;2;17;6;3;65;24
78;2;22;6;3;69;27
76;1;11;0;1;75;18
79;1;3;8;3;73;24
78;2;0;5;2;85;34
80;1;12;5;3;70;18
82;1;10;8;4;69;22
81;1;15;2;2;78;21
80;2;17;9;3;73;25
79;3;16;7;5;77;21
78;3;14;5;1;87;22
81;3;3;1;2;102;18
81;2;15;6;2;75;22
81;2;10;10;2;83;23
78;1;17;5;2;66;23
78;3;0;8;3;88;33
78;1;17;7;1;59;30
81;2;1;6;1;92;17
81;2;11;9;4;70;31
80;2;16;8;2;71;21
81;1;11;2;4;69;23
79;1;5;2;1;82;25
79;2;3;4;3;87;22
80;2;18;8;4;61;25
81;3;6;5;3;88;29
79;3;18;9;3;86;17
83;0;10;4;2;67;27
79;2;15;9;2;68;23
81;2;14;7;4;72;21
79;1;14;0;5;63;23
77;1;15;2;3;63;27
82;2;14;8;1;80;19
82;2;4;7;2;84;30
81;1;1;8;4;75;27
80;3;6;6;2;89;28
80;3;15;8;5;68;31
82;2;21;3;2;85;18
82;1;21;4;3;63;20
78;1;15;7;3;64;19
79;1;0;6;4;71;27
77;1;3;9;1;73;28
79;1;1;1;1;88;15
81;3;1;2;2;104;20
82;1;0;1;3;81;32
80;0;14;3;3;62;20
79;1;19;8;1;68;26
82;2;2;2;2;94;23
79;2;13;6;3;73;22
80;2;8;7;2;87;20
83;1;21;2;3;71;22
78;3;2;9;2;96;24
80;1;16;2;2;66;28
80;1;3;9;1;78;20
78;1;20;9;3;57;26
79;2;4;8;4;83;19
79;3;1;4;2;96;24
80;0;1;0;2;80;17
79;2;20;8;3;63;28
77;1;18;6;4;61;23
80;3;18;9;2;80;23
83;2;11;8;3;77;21
80;2;10;1;2;85;24
78;1;7;9;1;74;22
79;1;16;6;4;57;23
78;1;17;0;2;66;25
82;2;11;1;1;82;32
78;1;6;8;3;70;23
83;1;12;9;3;69;21
79;1;22;4;3;57;24
77;1;19;9;2;58;28
80;1;4;8;2;75;19
76;1;18;3;4;54;21
79;3;0;9;1;95;23
80;2;1;6;2;92;24
79;1;10;3;1;69;32
82;2;8;1;3;81;25
83;1;6;9;3;78;18
79;1;13;9;3;58;24
79;3;2;8;2;97;20
83;2;12;1;4;81;22
80;3;10;8;1;96;17
80;2;0;7;1;90;21
77;1;3;1;2;78;20
79;1;16;8;2;70;17
81;1;14;6;2;69;27
79;1;2;9;2;81;19
83;4;0;5;1;113;18
77;1;4;6;3;64;31
79;1;17;3;2;67;22
81;1;12;6;3;73;17
78;2;6;6;5;71;25
81;1;1;6;4;74;23
78;1;11;9;2;63;22
79;1;11;7;3;69;23
84;1;14;7;2;72;23
81;1;19;5;4;60;23
78;0;11;0;2;61;30
81;1;6;3;3;65;34
81;1;16;6;4;67;20
82;2;11;1;2;86;20
79;1;16;9;2;65;22
82;1;3;3;2;76;24
82;1;0;5;3;82;19
83;2;1;4;3;94;22
80;1;19;6;3;58;31
82;2;12;10;4;75;17
81;1;19;0;2;70;29
76;1;11;7;4;60;26
81;4;15;4;1;103;17
81;1;21;6;2;63;26
78;1;13;3;1;77;14
78;0;12;9;4;53;21
79;1;0;7;2;79;19
81;1;17;3;4;58;27
81;1;8;4;3;80;14
78;1;1;7;2;75;18
82;1;0;5;2;84;22
81;1;18;6;2;72;14
77;2;21;3;2;67;24
77;1;3;8;1;78;23
78;1;1;6;2;79;24
79;1;2;3;2;79;29
79;1;3;9;2;74;31
79;2;0;9;3;78;31
81;3;11;4;1;93;21
77;3;16;6;4;74;26
83;3;15;1;2;94;19
81;1;12;9;2;70;23
82;1;10;3;2;78;26
80;2;0;9;1;87;27
80;1;0;9;2;84;21
80;2;4;2;3;88;26
80;0;2;9;2;64;26
78;1;8;1;3;78;20
83;2;17;8;2;68;35
81;2;13;3;3;78;22
81;2;13;5;3;74;32
79;2;2;9;3;77;32
82;1;17;7;1;68;28
78;2;20;5;3;66;30
77;1;14;2;2;77;17
78;1;14;8;1;68;24
80;3;16;3;2;83;31
80;1;5;7;3;78;19
82;3;10;8;4;87;23
80;1;21;2;2;67;22
83;2;3;5;2;91;21
82;2;11;8;2;83;24
80;0;16;7;4;56;18
84;1;9;8;1;81;19
80;1;3;6;3;80;18
78;2;5;9;4;76;29
77;0;18;9;2;47;28
79;1;0;5;2;82;19
79;1;22;9;3;46;36
80;2;14;10;2;75;22
80;1;0;8;2;79;19
80;1;0;8;2;85;16
79;1;3;8;3;77;19
78;1;18;4;2;68;22
83;1;15;3;2;71;27
79;2;9;8;3;80;24
81;2;1;9;3;78;27
82;1;15;9;1;69;22
80;2;13;5;2;77;25
80;2;2;7;1;87;26
79;1;21;9;3;54;27
82;1;0;2;2;85;20
79;3;3;4;2;98;25
80;1;5;9;2;73;26
82;1;0;5;2;85;18
83;2;1;9;2;84;28
80;1;1;6;3;75;22
81;2;13;4;1;87;22
83;2;0;0;1;99;24
81;1;19;7;1;63;27
80;2;2;7;3;76;27
82;1;21;6;2;67;24
78;2;12;7;4;72;21
81;2;5;3;3;86;23
77;2;1;2;3;82;26
78;3;2;7;4;85;26
81;2;3;6;2;79;31
78;1;0;2;2;86;18
79;1;6;2;2;74;24
79;1;18;6;2;61;26
80;2;0;7;2;83;27
80;1;7;9;2;70;27
81;1;1;7;1;80;26
82;1;0;8;3;79;22
77;2;1;5;4;82;19
79;2;2;9;2;80;26
78;1;13;7;4;58;22
82;1;17;6;2;74;20
82;2;13;7;2;68;37
80;2;4;5;1;87;26
76;0;4;9;2;68;19
78;2;1;1;2;89;24
78;3;1;7;4;91;24
80;3;0;8;4;88;23
79;1;16;9;1;72;18
77;3;0;7;3;85;28
81;2;1;6;3;91;24
79;1;16;1;3;69;22
79;2;7;4;3;75;32
82;2;18;7;3;67;36
82;1;13;4;2;71;26
78;2;9;3;3;74;28
82;3;16;5;1;94;19
79;2;15;8;2;73;24
79;2;14;7;3;70;29
79;2;15;5;3;68;23
80;0;1;5;4;59;36
80;1;0;2;3;78;29
81;2;8;7;1;90;21
81;1;6;6;4;77;20
77;1;0;6;5;67;23
77;3;2;9;4;87;24
81;1;14;3;1;74;28
81;3;0;5;2;102;16
80;1;10;7;4;69;17
78;2;1;9;3;80;23
83;3;7;7;2;94;20
79;1;8;5;1;68;31
80;1;10;7;3;72;18
76;2;15;9;2;75;20
81;2;1;8;3;85;24
78;1;0;9;4;72;25
81;2;19;10;3;67;21
83;0;0;9;3;71;21
79;1;17;6;3;58;35
78;1;17;9;2;64;25
84;2;21;9;2;70;30
80;3;9;7;3;88;19
80;2;17;8;3;66;34
81;1;6;8;2;69;33
79;1;0;7;3;76;28
80;2;0;4;1;97;20
81;1;17;4;4;72;18
78;2;9;3;2;82;23
79;1;12;7;2;67;26
79;4;11;10;1;93;27
79;1;6;2;2;75;32
81;3;1;9;4;99;16
81;3;15;0;1;96;21
80;1;9;9;2;71;23
83;1;13;6;2;78;15
82;1;13;8;2;63;30
78;2;20;10;1;69;22
80;2;4;1;2;95;18
76;2;15;6;2;74;19
80;2;18;7;3;70;31
78;0;4;2;2;72;20
80;1;0;5;3;76;23
79;3;0;7;2;92;22
79;1;19;7;5;59;22
81;1;20;3;1;70;28
81;1;17;4;3;61;22
80;1;21;5;4;55;27
81;1;15;7;2;72;20
80;3;14;1;4;85;21
79;3;19;1;1;85;23
80;1;10;5;2;71;20
80;1;13;8;1;68;21
84;2;1;9;2;95;21
80;1;17;6;1;69;31
78;2;14;7;1;71;28
81;1;8;7;1;81;17
82;2;3;9;2;81;36
83;2;1;3;2;89;26
79;3;8;8;3;87;20
82;1;8;8;3;74;18
77;1;10;6;3;63;33
79;3;4;8;3;87;28
81;1;22;8;1;64;21
80;3;11;7;2;87;22
76;1;1;7;3;64;35
81;1;6;4;3;65;37
80;3;15;0;1;95;27
77;1;1;7;1;74;22
79;2;21;10;2;77;17
80;2;20;9;2;70;20
81;1;4;5;3;76;24
78;2;18;5;2;76;17
82;2;5;0;1;94;23
80;1;11;1;4;69;19
81;1;13;6;2;68;31
79;3;14;10;2;83;23
78;2;21;3;2;68;30
81;3;2;3;2;96;30
79;0;10;9;2;61;20
80;3;8;4;3;96;22
84;2;6;5;3;91;22
82;1;7;2;1;83;26
82;1;22;2;2;64;24
81;2;0;1;1;104;22
83;3;5;5;2;100;23
83;2;0;6;3;91;19
79;2;15;8;2;80;20
81;1;19;6;2;69;18
81;2;5;9;1;83;23
80;2;12;5;2;81;20
80;3;14;5;1;83;39
82;2;5;9;2;83;27
82;2;1;6;2;94;25
82;2;8;2;3;80;25
79;2;2;2;3;84;23
80;2;12;4;1;81;31
77;2;11;8;2;78;17
79;1;12;2;2;69;30
80;2;11;6;2;81;17
81;1;1;6;3;84;15
80;2;20;9;4;64;23
79;1;10;8;3;74;17
82;3;12;4;3;89;22
79;1;16;4;1;70;24
79;2;16;8;2;73;19
81;1;9;4;2;78;19
81;1;7;6;2;79;24
80;2;7;4;3;88;15
78;2;1;1;3;84;21
81;1;2;7;1;81;20
82;3;19;9;4;74;26
82;3;17;7;3;76;34
78;1;6;8;1;74;31
80;3;4;7;1;100;22
83;3;5;3;2;104;24
78;1;15;4;1;70;24
79;1;3;3;1;77;33
83;3;0;8;2;100;21
81;3;0;7;2;101;24
79;1;11;1;2;70;23
79;2;17;9;2;77;18
79;3;3;8;4;88;24
80;1;6;5;2;85;16
80;1;6;3;2;78;30
80;1;5;5;3;75;21
80;0;18;6;2;59;19
81;1;0;2;3;81;24
79;1;4;6;2;71;30
80;2;2;9;1;90;17
80;2;13;5;5;65;41
79;1;20;4;4;63;21
78;0;4;3;2;66;30
80;1;18;7;3;69;21
81;1;14;4;1;80;18
78;1;20;1;3;64;24
82;2;8;5;2;80;26
79;2;22;9;2;65;28
83;1;0;2;4;84;23
77;2;7;4;4;82;18
81;0;11;8;2;64;27
79;1;22;7;2;60;25
80;1;10;2;2;84;16
82;3;10;9;2;83;26
79;0;1;7;4;65;19
81;1;16;1;2;71;27
79;1;17;7;2;63;23
83;2;15;7;1;82;28
80;3;16;1;4;81;30
81;1;12;3;4;70;21
83;2;3;3;2;97;15
83;3;0;1;2;107;22
80;3;17;2;1;93;28
83;3;0;6;2;104;21
82;1;21;9;5;56;25
80;1;14;7;3;58;38
78;2;0;7;2;91;21
80;2;8;5;2;87;23
81;2;0;5;1;88;25
78;3;9;7;2;83;27
80;2;11;8;3;71;24
82;1;12;2;2;77;26
79;1;16;1;3;67;25
79;2;1;3;4;83;17
82;2;11;8;3;72;26
79;3;0;8;2;91;24
76;1;14;9;4;44;32
81;1;6;9;3;72;21
81;1;1;3;2;87;22
81;1;9;9;1;76;18
82;1;0;5;1;85;20
81;3;4;1;1;97;31
78;2;8;3;2;84;28
82;1;2;3;2;87;20
79;1;7;4;3;63;37
81;1;15;3;4;68;20
81;2;8;8;2;84;18
79;1;10;9;3;70;19
77;1;1;2;1;77;27
80;0;3;7;2;68;22
79;2;20;8;3;70;19
81;2;7;7;2;84;28
79;2;4;9;3;67;33
81;3;18;7;2;87;22
78;1;14;6;2;73;16
80;2;11;6;4;66;32
80;3;1;1;2;102;18
79;2;3;9;1;80;34
81;2;17;8;3;75;18
81;1;7;5;1;75;30
79;3;11;9;2;80;27
80;2;8;5;4;73;26
80;1;10;5;1;70;29
81;3;2;7;2;100;26
80;2;21;9;2;79;16
80;3;20;4;3;76;24
79;1;8;7;3;69;26
79;2;7;9;2;74;27
80;2;4;8;2;84;31
80;1;22;3;2;69;21
80;1;14;1;3;66;28
81;3;18;8;2;86;17
79;3;4;6;2;101;16
81;3;16;4;2;84;32
80;3;10;7;3;81;25
79;1;20;6;2;68;22
80;1;0;5;2;80;25
79;1;9;5;3;74;22
82;1;15;7;4;67;19
81;1;5;9;2;77;21
80;2;10;6;3;78;25
80;1;12;9;3;65;27
79;2;20;8;2;66;29
81;2;18;5;3;67;28
77;1;8;4;2;72;18
81;1;4;1;3;81;18
81;1;5;5;2;69;37
81;1;17;6;1;67;28
79;1;4;6;2;82;17
80;1;19;8;2;63;24
80;3;0;2;2;99;26
79;2;17;4;3;71;33
81;1;5;7;2;68;29
80;2;1;2;2;92;19
84;1;4;1;3;87;21
